40.0;0.9;0.4;0.8;750.0;0.01;0.044391188;0.076122716;0.102832527
40.0;1.1;0.4;0.8;750.0;0.01;0.069968139;0.064300707;0.19188127
40.0;1.1;0.45;1.2;950.0;0.05;3.930847956;0.993639573;0.930130988
40.0;0.9;0.45;1.2;950.0;0.05;3.509912287;0.92422758;0.892902598
45.0;1.0;0.425;1.0;850.0;0.03;4.076887116;0.982658253;0.860706862
45.0;1.0;0.425;1.0;850.0;0.03;4.062561633;0.986335389;0.852777715
50.0;0.9;0.4;0.8;750.0;0.01;0.072012423;0.081114292;0.156551796
50.0;1.1;0.4;0.8;750.0;0.01;0.120570463;0.090862459;0.233993856
50.0;1.1;0.45;1.2;950.0;0.05;3.781423636;0.995270795;0.893307174
50.0;0.9;0.45;1.2;950.0;0.05;3.534614098;0.913728452;0.909518641
50.0;0.9;0.4;1.2;950.0;0.05;3.049031565;0.913754054;0.882616158
50.0;1.1;0.4;1.2;950.0;0.05;3.082690872;0.989814881;0.823787633
50.0;1.1;0.45;0.8;750.0;0.01;0.214589479;0.090093721;0.373344185
50.0;0.9;0.45;0.8;750.0;0.01;0.087484096;0.06516778;0.210422255
45.0;1.0;0.425;1.0;850.0;0.03;4.074838219;0.993407077;0.850965996
40.0;0.9;0.4;1.2;950.0;0.05;3.041210571;0.940502435;0.855314505
40.0;1.1;0.4;1.2;950.0;0.05;3.219186667;0.995915085;0.854994104
40.0;1.1;0.45;0.8;750.0;0.01;0.058149839;0.033006997;0.27614551
40.0;0.9;0.45;0.8;750.0;0.01;0.048116409;0.052794686;0.142856001
40.0;0.9;0.4;1.2;750.0;0.01;3.058567709;0.89864514;0.900262457
40.0;1.1;0.4;1.2;750.0;0.01;3.415770854;0.970920794;0.930559605
40.0;1.1;0.45;0.8;950.0;0.05;2.435145266;0.467036859;0.817276865
40.0;0.9;0.45;0.8;950.0;0.05;0.726978211;0.178234455;0.6393302
45.0;1.0;0.425;1.0;850.0;0.03;4.020557376;0.976011637;0.854595012
50.0;0.9;0.4;1.2;750.0;0.01;3.284992704;0.895124312;0.970711839
50.0;1.1;0.4;1.2;750.0;0.01;3.258888457;0.959519512;0.89836941
50.0;1.1;0.45;0.8;950.0;0.05;4.830310968;0.844457703;0.896587496
50.0;0.9;0.45;0.8;950.0;0.05;5.17878342;0.880134726;0.922303976
50.0;0.9;0.4;0.8;950.0;0.05;4.431429021;0.899528519;0.868714102
50.0;1.1;0.4;0.8;950.0;0.05;4.080076604;0.862318012;0.834351153
50.0;1.1;0.45;1.2;750.0;0.01;3.77745285;0.98264641;0.903833695
50.0;0.9;0.45;1.2;750.0;0.01;3.543794967;0.933865053;0.892218473
45.0;1.0;0.425;1.0;850.0;0.03;4.186111052;0.911338246;0.95292832
40.0;0.9;0.4;0.8;950.0;0.05;0.39373036;0.164808929;0.421275475
40.0;1.1;0.4;0.8;950.0;0.05;1.787053792;0.439825048;0.716482648
40.0;1.1;0.45;1.2;750.0;0.01;4.049202196;0.979125234;0.972339587
40.0;0.9;0.45;1.2;750.0;0.01;3.625532422;0.897460851;0.949823757
40.0;0.9;0.4;0.8;950.0;0.01;0.066043886;0.11043396;0.105457625
40.0;1.1;0.4;0.8;950.0;0.01;0.703238117;0.298742779;0.415100251
40.0;1.1;0.45;1.2;750.0;0.05;4.026470956;0.984301761;0.961796198
40.0;0.9;0.45;1.2;750.0;0.05;3.598279168;0.902105654;0.937830164
45.0;1.0;0.425;1.0;850.0;0.03;4.139053954;0.967537816;0.887487458
50.0;0.9;0.4;0.8;950.0;0.01;0.412253856;0.257028832;0.28283353
50.0;1.1;0.4;0.8;950.0;0.01;2.763370179;0.623436673;0.781618323
50.0;1.1;0.45;1.2;750.0;0.05;4.067503737;0.992213996;0.963849795
50.0;0.9;0.45;1.2;750.0;0.05;3.570091976;0.902997395;0.929564769
50.0;0.9;0.4;1.2;750.0;0.05;3.217056277;0.931371227;0.913640012
50.0;1.1;0.4;1.2;750.0;0.05;3.45316563;0.999899016;0.913483145
50.0;1.1;0.45;0.8;950.0;0.01;4.591171198;0.780051434;0.922562369
50.0;0.9;0.45;0.8;950.0;0.01;1.297388241;0.342646298;0.593498194
45.0;1.0;0.425;1.0;850.0;0.03;4.308504739;0.988951541;0.903817298
40.0;0.9;0.4;1.2;750.0;0.05;3.267738392;0.928065923;0.93133886
40.0;1.1;0.4;1.2;750.0;0.05;3.452762135;0.996876575;0.916145682
40.0;1.1;0.45;0.8;950.0;0.01;1.499470494;0.359767333;0.653298537
40.0;0.9;0.45;0.8;950.0;0.01;0.075327841;0.074890809;0.15766035
